clip_id,video_name,event_id,foot_used,kicking_leg,outcome,target_zone,gk_guessed,n_frames,macro_zone,zone_name,gk_guessed_label,foot_used_label,foot_right,contact_kick_knee_angle,contact_supp_knee_angle,contact_kick_ankle_angle,contact_supp_ankle_angle,contact_kick_hip_angle,contact_kick_hip_angular_vel,contact_kick_angular_vel,contact_kick_ankle_angular_vel,contact_kick_angular_accel,contact_kick_foot_speed_ms,contact_running_speed_kmh,contact_trunk_inclination,contact_lateral_trunk_lean,contact_torso_torsion_angle,contact_left_elbow_angle,contact_right_elbow_angle,contact_mean_visibility_score,early_mean_kick_knee_angle,early_std_kick_knee_angle,early_max_kick_knee_angle,early_min_kick_knee_angle,early_mean_supp_knee_angle,early_std_supp_knee_angle,early_max_supp_knee_angle,early_min_supp_knee_angle,early_mean_kick_ankle_angle,early_std_kick_ankle_angle,early_max_kick_ankle_angle,early_min_kick_ankle_angle,early_mean_supp_ankle_angle,early_std_supp_ankle_angle,early_max_supp_ankle_angle,early_min_supp_ankle_angle,early_mean_kick_hip_angle,early_std_kick_hip_angle,early_max_kick_hip_angle,early_min_kick_hip_angle,early_mean_kick_hip_angular_vel,early_std_kick_hip_angular_vel,early_max_kick_hip_angular_vel,early_min_kick_hip_angular_vel,early_mean_kick_angular_vel,early_std_kick_angular_vel,early_max_kick_angular_vel,early_min_kick_angular_vel,early_mean_kick_ankle_angular_vel,early_std_kick_ankle_angular_vel,early_max_kick_ankle_angular_vel,early_min_kick_ankle_angular_vel,early_mean_kick_angular_accel,early_std_kick_angular_accel,early_max_kick_angular_accel,early_min_kick_angular_accel,early_mean_kick_foot_speed_ms,early_std_kick_foot_speed_ms,early_max_kick_foot_speed_ms,early_min_kick_foot_speed_ms,early_mean_running_speed_kmh,early_std_running_speed_kmh,early_max_running_speed_kmh,early_min_running_speed_kmh,early_mean_trunk_inclination,early_std_trunk_inclination,early_max_trunk_inclination,early_min_trunk_inclination,early_mean_lateral_trunk_lean,early_std_lateral_trunk_lean,early_max_lateral_trunk_lean,early_min_lateral_trunk_lean,early_mean_torso_torsion_angle,early_std_torso_torsion_angle,early_max_torso_torsion_angle,early_min_torso_torsion_angle,early_mean_left_elbow_angle,early_std_left_elbow_angle,early_max_left_elbow_angle,early_min_left_elbow_angle,early_mean_right_elbow_angle,early_std_right_elbow_angle,early_max_right_elbow_angle,early_min_right_elbow_angle,early_mean_mean_visibility_score,early_std_mean_visibility_score,early_max_mean_visibility_score,early_min_mean_visibility_score,mid_mean_kick_knee_angle,mid_std_kick_knee_angle,mid_max_kick_knee_angle,mid_min_kick_knee_angle,mid_mean_supp_knee_angle,mid_std_supp_knee_angle,mid_max_supp_knee_angle,mid_min_supp_knee_angle,mid_mean_kick_ankle_angle,mid_std_kick_ankle_angle,mid_max_kick_ankle_angle,mid_min_kick_ankle_angle,mid_mean_supp_ankle_angle,mid_std_supp_ankle_angle,mid_max_supp_ankle_angle,mid_min_supp_ankle_angle,mid_mean_kick_hip_angle,mid_std_kick_hip_angle,mid_max_kick_hip_angle,mid_min_kick_hip_angle,mid_mean_kick_hip_angular_vel,mid_std_kick_hip_angular_vel,mid_max_kick_hip_angular_vel,mid_min_kick_hip_angular_vel,mid_mean_kick_angular_vel,mid_std_kick_angular_vel,mid_max_kick_angular_vel,mid_min_kick_angular_vel,mid_mean_kick_ankle_angular_vel,mid_std_kick_ankle_angular_vel,mid_max_kick_ankle_angular_vel,mid_min_kick_ankle_angular_vel,mid_mean_kick_angular_accel,mid_std_kick_angular_accel,mid_max_kick_angular_accel,mid_min_kick_angular_accel,mid_mean_kick_foot_speed_ms,mid_std_kick_foot_speed_ms,mid_max_kick_foot_speed_ms,mid_min_kick_foot_speed_ms,mid_mean_running_speed_kmh,mid_std_running_speed_kmh,mid_max_running_speed_kmh,mid_min_running_speed_kmh,mid_mean_trunk_inclination,mid_std_trunk_inclination,mid_max_trunk_inclination,mid_min_trunk_inclination,mid_mean_lateral_trunk_lean,mid_std_lateral_trunk_lean,mid_max_lateral_trunk_lean,mid_min_lateral_trunk_lean,mid_mean_torso_torsion_angle,mid_std_torso_torsion_angle,mid_max_torso_torsion_angle,mid_min_torso_torsion_angle,mid_mean_left_elbow_angle,mid_std_left_elbow_angle,mid_max_left_elbow_angle,mid_min_left_elbow_angle,mid_mean_right_elbow_angle,mid_std_right_elbow_angle,mid_max_right_elbow_angle,mid_min_right_elbow_angle,mid_mean_mean_visibility_score,mid_std_mean_visibility_score,mid_max_mean_visibility_score,mid_min_mean_visibility_score,late_mean_kick_knee_angle,late_std_kick_knee_angle,late_max_kick_knee_angle,late_min_kick_knee_angle,late_mean_supp_knee_angle,late_std_supp_knee_angle,late_max_supp_knee_angle,late_min_supp_knee_angle,late_mean_kick_ankle_angle,late_std_kick_ankle_angle,late_max_kick_ankle_angle,late_min_kick_ankle_angle,late_mean_supp_ankle_angle,late_std_supp_ankle_angle,late_max_supp_ankle_angle,late_min_supp_ankle_angle,late_mean_kick_hip_angle,late_std_kick_hip_angle,late_max_kick_hip_angle,late_min_kick_hip_angle,late_mean_kick_hip_angular_vel,late_std_kick_hip_angular_vel,late_max_kick_hip_angular_vel,late_min_kick_hip_angular_vel,late_mean_kick_angular_vel,late_std_kick_angular_vel,late_max_kick_angular_vel,late_min_kick_angular_vel,late_mean_kick_ankle_angular_vel,late_std_kick_ankle_angular_vel,late_max_kick_ankle_angular_vel,late_min_kick_ankle_angular_vel,late_mean_kick_angular_accel,late_std_kick_angular_accel,late_max_kick_angular_accel,late_min_kick_angular_accel,late_mean_kick_foot_speed_ms,late_std_kick_foot_speed_ms,late_max_kick_foot_speed_ms,late_min_kick_foot_speed_ms,late_mean_running_speed_kmh,late_std_running_speed_kmh,late_max_running_speed_kmh,late_min_running_speed_kmh,late_mean_trunk_inclination,late_std_trunk_inclination,late_max_trunk_inclination,late_min_trunk_inclination,late_mean_lateral_trunk_lean,late_std_lateral_trunk_lean,late_max_lateral_trunk_lean,late_min_lateral_trunk_lean,late_mean_torso_torsion_angle,late_std_torso_torsion_angle,late_max_torso_torsion_angle,late_min_torso_torsion_angle,late_mean_left_elbow_angle,late_std_left_elbow_angle,late_max_left_elbow_angle,late_min_left_elbow_angle,late_mean_right_elbow_angle,late_std_right_elbow_angle,late_max_right_elbow_angle,late_min_right_elbow_angle,late_mean_mean_visibility_score,late_std_mean_visibility_score,late_max_mean_visibility_score,late_min_mean_visibility_score,delta_kick_knee_angle,delta_supp_knee_angle,delta_kick_ankle_angle,delta_supp_ankle_angle,delta_kick_hip_angle,delta_kick_hip_angular_vel,delta_kick_angular_vel,delta_kick_ankle_angular_vel,delta_kick_angular_accel,delta_kick_foot_speed_ms,delta_running_speed_kmh,delta_trunk_inclination,delta_lateral_trunk_lean,delta_torso_torsion_angle,delta_left_elbow_angle,delta_right_elbow_angle,delta_mean_visibility_score,deception_torsion,deception_lateral,deception_trunk,deception_score,knee_stability_index,elbow_asymmetry,max_running_speed_kmh,support_foot_x,support_foot_y,support_foot_distance,support_foot_angle_deg,support_foot_quadrant,clip_visibility
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,left,left,saved,7,1,20,Left,7,Guessed,Left Foot,0,138.9509,,170.9157,137.8188,162.0521,424.2565,1308.3742,636.8488,25479.2674,5.2856,6.0979,2.2692,-2.2691,7.2763,163.0191,27.1446,0.7161,157.1651,14.6192,174.1758,131.8869,157.096,3.4369,163.328,152.7839,162.7653,15.8776,177.5942,133.0929,139.1273,13.6151,154.1687,120.5405,151.7678,10.0788,165.4555,140.4559,-111.7931,45.0839,-43.203,-189.0326,-78.3741,240.6503,286.1368,-312.2101,-97.5568,207.2313,203.4233,-440.6178,1543.3397,4534.0057,6781.3635,-4311.0418,2.8023,0.8686,4.0665,1.5576,1.7583,1.3065,3.6825,0.2652,19.2764,3.2808,22.5193,14.8282,19.2763,3.2808,22.5193,14.8282,1.91,1.9281,4.9491,0.1713,,,,,125.2401,23.7418,148.9831,78.3855,0.732,0.0049,0.741,0.7272,166.9119,10.0316,175.4932,149.0986,164.9108,13.1183,177.3419,141.0329,168.1583,7.8866,177.2403,155.1454,160.4892,10.3784,177.1529,144.6481,151.7454,18.7354,177.7869,132.9491,157.8384,165.4655,338.4689,-81.9513,65.4919,113.0277,240.8903,-58.7465,97.2071,167.7458,407.5951,-33.3742,-403.5071,1645.8772,2465.9228,-1898.0908,3.3259,1.2646,5.6164,1.7762,1.4871,2.4043,6.8798,0.267,17.0305,3.6012,21.6273,12.7313,17.0305,3.6013,21.6273,12.7313,7.7228,3.3841,10.6203,0.97,122.0937,23.3298,137.5822,83.938,74.4792,73.2074,173.5925,11.4814,0.7544,0.0158,0.7717,0.7333,143.0541,40.9728,174.2119,86.6159,121.9717,19.5295,141.5617,92.0438,158.9262,8.9045,170.9157,145.4417,122.2387,24.0633,140.6863,87.3077,151.894,10.1074,164.9742,140.1744,9.8327,277.3066,424.2565,-309.9979,317.0083,709.7407,1308.3742,-342.8046,71.6245,309.6614,636.8488,-168.9304,8712.4676,14174.0468,25479.2674,-4184.9569,3.9241,1.8582,5.9715,1.0959,5.2219,1.5848,7.3362,3.0931,5.6855,3.0902,10.4973,2.2692,4.9291,4.3799,10.4973,-2.2691,8.448,3.3993,13.1758,4.9596,147.2685,16.2689,167.6664,129.6933,143.4669,65.1062,177.2914,27.1446,0.7218,0.008,0.7364,0.7151,-14.1111,-35.1242,-3.8391,-16.8886,0.1262,121.6258,395.3824,169.1812,7169.1279,1.1218,3.4636,-13.5909,-14.3472,6.5381,,18.2268,-0.0102,6.5381,14.3472,13.5909,11.4921,21.6738,135.8745,7.3362,70.6393,3.0507,70.7051,2.4729,front-right,0.7367
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,left,left,goal,7,1,20,Left,7,Guessed,Left Foot,0,163.2551,154.4466,118.1238,156.2123,171.0053,742.7826,-181.0003,-440.6036,-2707.864,11.4112,3.3966,0.1824,-0.1834,9.8995,135.0779,167.8604,0.8079,157.7593,8.6425,169.5446,146.9178,150.0617,6.6528,164.4534,145.352,166.9189,8.0391,177.4863,152.8665,146.2751,16.3848,174.2863,129.8844,152.9753,14.4058,168.6439,132.1348,-140.1068,69.663,-43.5596,-250.0153,40.3498,288.4335,498.8598,-282.8341,59.3197,142.458,221.2229,-187.397,-3028.9773,5850.8413,6350.646,-9771.173,3.9809,2.0205,6.5977,0.6423,3.7028,2.9001,7.8199,0.6591,20.3902,1.8071,22.8872,16.8887,20.3902,1.8071,22.8872,16.8887,3.5537,2.1484,6.2208,0.3897,97.7868,60.2656,155.8457,2.7228,96.1455,45.7473,161.5289,43.465,0.8144,0.0133,0.8337,0.7984,160.2242,13.7473,177.7294,143.7087,166.2154,11.5394,177.046,146.5778,161.0363,15.1018,175.1425,140.1088,154.7031,11.1736,171.7108,140.4477,152.251,16.5169,173.9956,128.4355,160.94,51.3056,221.8502,73.5853,107.1778,132.0929,258.1539,-110.2127,-19.5237,244.1985,375.5196,-397.9912,812.1889,3135.5052,4777.5388,-2941.4614,2.0174,0.8833,3.1151,0.671,3.3055,1.8845,5.8805,1.0615,15.3367,3.8597,21.3526,9.927,15.3367,3.8597,21.3526,9.927,4.772,4.2117,11.9175,0.6321,123.066,28.3495,147.147,82.8142,105.9432,77.5333,166.8226,8.238,0.8201,0.012,0.8329,0.8029,169.9474,6.1154,177.7351,163.2551,132.8322,18.7598,154.4466,106.0305,152.9864,22.4033,172.5304,118.1238,157.7586,5.0849,167.5185,153.5328,158.8564,16.3329,176.7011,138.4231,43.8025,440.1331,742.7826,-398.0507,-33.5944,117.4189,82.2596,-181.0003,-240.7894,240.3408,105.9801,-440.6036,-445.3832,2191.4477,1526.9693,-2707.864,4.1334,3.932,11.4112,0.5907,4.417,2.7659,8.5429,1.295,4.6849,3.5285,9.2368,0.1824,4.6239,3.6237,9.2368,-0.1834,12.3981,3.6067,15.8064,6.3373,139.8367,11.6507,154.0514,124.9086,160.5065,8.9866,170.0826,145.1716,0.8055,0.0022,0.8079,0.8027,12.1881,-17.2294,-13.9325,11.4834,5.8811,183.9093,-73.9441,-300.1091,2583.594,0.1525,0.7142,-15.7053,-15.7663,8.8444,42.05,64.3609,-0.009,8.8444,15.7663,15.7053,13.4387,18.3922,32.7825,8.5429,57.9348,-12.5229,59.2728,-12.1971,back-right,0.8137
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,right,right,out,Out,0,20,Out,Out,Not Guessed,Right Foot,1,115.7448,172.5845,105.285,123.9149,73.7473,-856.4341,-247.9225,-813.7764,1005.3456,5.4533,14.6213,24.5005,24.5005,2.0383,4.8772,149.676,0.8316,102.4169,18.3727,130.6693,84.518,143.6445,15.9896,168.372,118.4391,126.6849,7.1551,137.5611,116.1516,152.097,12.9142,167.9421,132.7076,114.8862,14.7247,141.9017,103.0965,-143.3144,181.4391,105.6379,-360.656,10.2022,364.6308,439.0042,-575.4496,-34.8731,168.1919,221.9439,-202.8925,2808.438,5084.8104,6870.7883,-5859.2236,3.1848,1.8342,5.9009,1.0196,3.1053,0.3323,3.7133,2.6958,42.1274,1.3988,44.0655,39.9629,42.1274,1.3988,44.0655,39.9629,12.8625,5.6141,19.0224,5.6977,,,,,97.3344,13.5254,122.4749,84.6022,0.7963,0.0114,0.8135,0.784,150.9392,19.4029,172.3143,117.2596,132.3753,15.6266,151.9522,110.2728,126.1111,15.1171,144.2626,98.7492,136.9969,14.6116,157.6242,119.4869,139.196,24.0403,175.8192,114.6786,232.9362,115.7003,370.3012,69.0483,132.8501,195.9331,287.0001,-261.3117,102.5164,272.2687,535.219,-369.7695,-1798.4983,4748.6272,3959.1718,-9031.6629,4.5709,2.4656,7.611,0.5305,1.8566,1.1037,3.7847,0.8068,43.0966,0.5549,43.8554,42.2466,43.0966,0.5549,43.8554,42.2466,27.6894,14.9617,52.8076,7.5189,,,,,101.2071,12.3788,121.7992,87.9324,0.8368,0.0115,0.8473,0.8166,133.6744,16.2836,151.9297,115.7448,153.4129,16.4222,172.5845,130.3201,136.7521,20.024,157.5758,105.285,150.5884,14.8497,166.4265,123.9149,116.9827,34.2642,169.378,73.7473,-571.8486,285.1831,-102.4639,-856.4341,-186.2109,296.1165,172.134,-591.1167,-257.9574,305.7418,68.5326,-813.7764,2142.6689,4703.2845,9540.6336,-2374.0166,10.9105,8.9552,28.8345,5.4533,8.5714,3.9429,14.6213,2.7704,26.5227,6.6013,37.3379,19.2016,26.5227,6.6012,37.3378,19.2016,37.5655,50.073,110.7653,1.9683,4.8772,,4.8772,4.8772,154.7666,11.5245,167.3613,141.9244,0.8358,0.0131,0.8506,0.8159,31.2574,9.7684,10.0672,-1.5085,2.0965,-428.5342,-196.4131,-223.0843,-665.7692,7.7257,5.466,-15.6047,-15.6047,24.703,,57.4322,0.0395,24.703,15.6047,15.6047,18.6374,17.4545,144.7988,14.6213,151.9305,-26.2821,154.187,-9.8143,back-right,0.8224
crop_AJA_PAN_UEL__event_f26a1491a6d14160a51ddb39e4bf7571__t0_35140,AJA_PAN_UEL.mp4,f26a1491a6d14160a51ddb39e4bf7571,left,left,saved,6,1,20,Right,6,Guessed,Left Foot,0,163.4811,155.818,149.7907,,167.7618,696.4153,45.3777,-651.3943,-12855.3045,5.9195,2.8245,5.9925,-5.9925,15.2723,154.0743,149.7033,0.8266,160.8483,9.1553,173.9128,147.7581,162.9688,2.9695,166.1409,158.0286,175.8529,1.0821,177.4015,175.0266,151.0918,17.0304,176.6377,134.7503,157.015,7.7221,165.6164,148.3186,-68.8802,55.6657,-15.5243,-172.7205,-40.7978,174.8355,184.1812,-241.6792,-30.8094,66.9052,17.4221,-128.3957,736.0307,3010.3627,5323.2551,-1955.3065,0.989,0.7416,2.2533,0.3037,2.1737,1.2298,3.3426,0.4629,15.2339,1.1726,16.7487,13.3423,15.2339,1.1726,16.7487,13.3422,4.4126,1.0535,5.7423,2.8015,109.8784,27.8818,164.7648,90.8589,148.072,24.9741,175.185,111.5116,0.869,0.0118,0.8935,0.8587,170.5934,3.61,175.4529,165.7501,167.1564,11.3781,177.2184,147.4013,165.3171,4.0156,169.2548,159.1899,161.3733,6.7676,170.3197,151.4371,160.2942,12.7926,175.5341,145.5089,117.1661,95.2909,214.3063,-10.1175,31.7145,69.2128,98.8596,-88.9978,-73.5141,188.4637,125.8116,-388.6502,-1252.418,3077.1234,1694.1547,-7536.431,1.6345,0.7284,2.3757,0.3169,1.6143,1.722,5.3409,0.4802,14.108,2.4643,17.4288,10.5812,14.108,2.4643,17.4288,10.5812,1.9345,1.8978,5.8417,0.2874,95.8568,5.3329,101.548,86.3394,148.0472,23.3567,167.4634,109.0201,0.8318,0.0287,0.8675,0.8002,144.1625,46.0269,175.741,75.7619,143.2615,9.7565,155.818,126.056,134.4324,29.3633,175.8464,107.0708,154.597,7.8325,164.3388,147.8365,156.6111,14.6365,173.532,139.9052,31.9065,400.5958,696.4153,-321.11,-9.8453,459.0241,559.5899,-556.3799,72.0998,597.532,858.7794,-651.3943,-3190.1809,8146.8311,6974.8116,-12855.3045,4.6531,1.6489,6.9535,2.2922,5.4433,2.1888,8.4606,2.8245,5.8809,2.8481,9.6978,2.5648,3.0285,6.2135,9.6978,-5.9925,13.0559,5.1231,18.6074,4.4754,154.0519,18.5736,168.8649,122.3494,151.0099,6.4058,161.5926,142.7717,0.8168,0.0128,0.8282,0.7985,-16.6858,-19.7073,-41.4205,3.5052,-0.404,100.7867,30.9525,102.9092,-3926.2117,3.6641,3.2696,-9.353,-12.2054,8.6433,44.1735,2.9379,-0.0522,8.6433,12.2054,9.353,10.0672,13.2398,4.371,8.4606,72.1531,2.4315,72.1941,1.9301,front-right,0.8403
crop_ATl_LAz_COI__event_3fd6b212f87a4c88b04a95edc1c1948c__t0_6664,ATl_LAz_COI.mp4,3fd6b212f87a4c88b04a95edc1c1948c,left,left,saved,6,1,20,Right,6,Guessed,Left Foot,0,158.2167,147.558,146.9012,137.0589,112.071,-766.5203,-297.2919,131.3984,-2822.1512,4.9857,9.8482,0.6062,0.6063,24.9884,,20.2549,0.6434,138.3614,25.4682,172.1037,108.4788,159.2002,,159.2002,159.2002,130.005,15.1261,148.3344,106.0353,112.1264,,112.1264,112.1264,159.4556,18.333,176.8986,133.604,-146.8769,166.9982,89.2265,-359.5085,-213.1928,187.771,75.0276,-422.6539,-67.5792,284.5788,267.3072,-418.4811,795.1634,3445.7642,4930.3579,-3143.3129,2.7784,1.9823,5.6656,0.7844,2.8961,1.7991,4.9288,0.8255,26.5738,2.1343,28.6131,22.5375,-26.5738,2.1343,-22.5375,-28.6131,6.0001,4.507,12.232,0.6741,,,,,,,,,0.6478,0.0136,0.6747,0.6383,145.5793,18.0882,164.8735,114.481,150.5988,11.8194,164.0713,133.8067,113.1346,12.3205,131.2501,99.213,136.1867,17.972,158.586,107.7336,153.5603,18.1127,176.0379,127.235,116.2396,191.216,270.3563,-174.6187,135.3448,178.4514,341.2807,-194.6259,116.2045,273.9161,504.871,-334.1559,-2291.9149,4770.5384,3328.1648,-11656.8792,2.7019,1.8686,6.1172,0.6139,1.9513,0.8443,3.3816,0.5718,16.8329,4.6683,20.6753,8.3206,-16.8329,4.6683,-8.3206,-20.6753,5.3367,2.4219,9.7228,2.2566,151.6041,14.495,171.0763,132.5489,,,,,0.7025,0.0054,0.7079,0.6915,144.888,28.8174,172.9691,96.9383,157.7764,9.3488,167.6779,146.2237,149.9453,20.98,177.9987,122.1813,155.0802,16.0161,171.6613,134.328,146.1392,20.8281,163.1221,112.071,-300.0813,318.6521,-9.2844,-766.5203,-4.2836,637.1459,950.3858,-849.1897,58.7618,434.1715,697.7182,-388.7186,700.7199,13288.6302,22494.6928,-14184.8958,6.7689,8.0643,22.5826,0.7134,7.2728,2.2252,9.8482,4.2947,3.9529,2.3227,6.6313,0.6062,2.597,4.0066,6.6313,-4.0679,24.984,15.5381,44.1608,0.747,125.2674,66.6582,172.4019,78.133,42.6893,15.4715,57.0279,20.2549,0.6594,0.0136,0.6781,0.6434,6.5267,-1.4238,19.9403,42.9538,-13.3164,-153.2044,208.9092,126.341,-94.4435,3.9905,4.3766,-22.6209,29.1708,18.9839,,,0.0117,18.9839,29.1708,22.6209,23.5919,10.6251,,9.8482,-219.0142,64.0959,228.2006,163.6875,front-left,0.6704
crop_COV_MUn_FAC__event_5db69e5271d34acda032131f5d10c9c1__t0_16982,COV_MUn_FAC.mp4,5db69e5271d34acda032131f5d10c9c1,left,left,goal,6,0,20,Right,6,Not Guessed,Left Foot,0,147.0589,151.8869,173.6681,115.65,171.0038,687.7914,-111.3071,25.8343,-7994.1463,10.9268,4.98,8.717,8.717,2.8048,157.4911,160.3608,0.7953,163.9573,8.9334,174.782,151.6188,148.107,6.9908,162.0926,140.4633,166.3126,7.6314,176.0103,151.89,135.1675,5.7846,144.5787,126.7089,160.3604,10.4374,171.7836,146.8532,-88.3839,68.3621,-24.7173,-207.4839,-24.8854,164.4232,223.2489,-197.4739,-56.6226,134.982,180.5061,-220.9047,746.3152,2572.8451,5259.0346,-1530.7641,1.5075,1.696,4.9559,0.1278,3.0106,2.0154,5.7163,0.4657,7.9721,3.7789,12.7847,2.1593,7.9721,3.7788,12.7847,2.1594,2.8993,2.4969,6.4994,0.3887,,,,,156.4937,9.8875,163.4852,149.5021,0.7418,0.0205,0.7721,0.7191,175.9045,3.561,177.7288,169.5523,171.0614,2.919,174.3342,166.8611,160.0551,9.8856,170.0089,144.0244,166.4265,7.0009,177.3142,155.7098,162.7979,10.3299,174.1677,148.2077,87.2182,103.8649,158.8791,-113.1974,34.5507,60.8279,100.7877,-22.1788,76.0291,127.1245,259.9884,-98.3198,-432.0278,179.5526,-188.1305,-670.8678,1.683,0.8087,2.5366,0.6525,1.7864,0.5517,2.9309,1.3241,9.7564,1.1035,11.9078,8.3351,9.7564,1.1035,11.9078,8.3351,5.2364,1.1151,7.0178,3.561,159.1164,8.1898,167.8313,144.206,79.0728,46.5262,156.1549,44.0681,0.7821,0.0047,0.79,0.7744,151.9248,19.5741,175.2718,130.3822,152.4538,7.7637,164.2716,143.1964,173.8076,1.7589,176.825,172.4958,142.3027,21.8659,173.0966,115.65,152.7739,12.7983,171.0038,139.2753,64.6338,391.8083,687.7914,-256.8148,-131.9482,345.3616,234.815,-552.7079,9.9988,41.4811,61.8857,-52.3785,-1002.2429,8255.3838,9582.9821,-7994.1463,5.06,3.1713,10.9268,1.7939,4.3469,1.8975,6.3139,0.9146,8.2856,1.4042,9.8007,6.2096,8.2856,1.4042,9.8007,6.2095,9.2703,4.8139,16.7547,2.8048,157.6897,1.8972,160.0689,155.1311,134.4497,47.5309,160.3608,63.1955,0.8018,0.0049,0.809,0.7953,-12.0325,4.3467,7.4949,7.1352,-7.5864,153.0177,-107.0629,66.6214,-1748.5581,3.5525,1.3363,0.3135,0.3135,6.371,,-22.0439,0.06,6.371,0.3135,0.3135,2.3327,11.7845,2.8697,6.3139,160.5877,19.7089,161.7926,6.9969,front-right,0.7739
crop_DUN_FAL_SCU__event_7ad125c43acc450b8639761bbfb2f3ba__t0_5329,DUN_FAL_SCU.mp4,7ad125c43acc450b8639761bbfb2f3ba,right,right,goal,5,1,20,Center,5,Guessed,Right Foot,1,174.2219,164.7186,99.0372,100.5332,151.8522,347.4388,647.8409,278.3937,-3727.7913,4.5607,6.8608,8.2349,-8.2349,20.3942,,171.8202,0.8395,156.5439,6.0142,166.0734,150.3456,162.1148,5.5581,171.2302,155.4087,144.2706,8.8356,156.3123,132.0522,155.1054,4.3732,163.0605,150.2991,168.7138,8.6758,177.6404,155.1349,-81.7107,62.6046,27.2667,-145.8471,-68.2682,44.6794,1.7662,-148.0932,-52.5058,104.5722,124.1402,-164.4024,-33.4256,1146.8027,1873.2429,-1946.5303,2.2058,1.7489,4.6772,0.0239,2.3615,1.5981,5.3726,0.9258,15.7108,3.553,19.8415,10.6452,15.7107,3.553,19.8415,10.6452,1.4871,1.2884,3.4359,0.0198,,,,,170.3105,3.9996,175.8329,165.4967,0.8232,0.0033,0.8275,0.818,150.284,2.7184,153.428,146.3802,162.8421,7.5838,176.3327,156.1067,140.5283,5.7761,151.91,134.8607,167.4154,2.7151,170.2869,161.9477,162.0464,7.6687,172.7708,151.116,74.8112,36.6178,99.4976,-4.7533,4.2758,47.7835,51.4013,-90.0391,72.7366,115.0146,205.051,-101.8337,-1041.9221,2898.8013,998.9929,-7341.5482,1.1442,0.5683,2.0847,0.5135,2.0891,1.2808,3.5894,0.4295,6.2274,1.0078,7.6732,4.4695,6.2274,1.0078,7.6732,4.4695,3.6732,1.8878,6.7131,0.9436,174.5032,,174.5032,174.5032,146.7365,38.0151,174.8906,87.3138,0.8068,0.0138,0.8305,0.7912,133.9917,26.3822,174.2219,107.4473,172.6858,6.1088,177.8421,164.7186,121.7037,27.1845,157.1469,87.9014,143.7777,32.1399,176.7479,100.5332,152.0345,21.3117,177.978,125.2512,-89.3759,438.5759,347.4388,-659.0854,156.7441,548.8008,796.9525,-574.7584,-208.0142,296.1378,278.3937,-589.3133,3773.6825,6030.9909,9490.2885,-3727.7913,3.7883,2.78,8.1351,0.5494,5.3434,2.1135,7.4169,2.006,5.7991,3.0033,8.2349,0.5117,-5.6286,3.3703,0.5116,-8.2349,18.7202,3.1832,22.3565,13.0521,174.5988,2.549,176.6957,171.4456,171.2759,1.0598,172.0666,169.7261,0.846,0.0066,0.8544,0.8394,-22.5522,10.5709,-22.567,-11.3277,-16.6792,-7.6653,225.0123,-155.5084,3807.1081,1.5825,2.9819,-9.9116,-21.3393,17.2331,,0.9654,0.0227,17.2331,21.3393,9.9116,16.1614,7.5474,,7.4169,266.9462,8.8161,267.0917,1.8915,front-right,0.8243
