clip_id,frame,time_sec,is_contact_frame,video_name,event_id,camera_angle,target_zone,gk_guessed,outcome,foot_used,kicking_leg,kick_knee_angle,supp_knee_angle,kick_ankle_angle,supp_ankle_angle,kick_hip_angle,left_elbow_angle,right_elbow_angle,kick_angular_vel,kick_angular_accel,kick_foot_speed_ms,running_speed_kmh,trunk_inclination,lateral_trunk_lean,torso_torsion_angle,mean_visibility_score,kick_hip_angular_vel,kick_ankle_angular_vel,support_foot_x,support_foot_y
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,18,0.72,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,125.1174,172.3743,133.026,155.5756,142.9143,141.8434,166.7617,-120.6492,1632.4759,0.2536,0.1587,0.3386,0.3387,5.4439,0.8375,-103.0155,-144.9419,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,19,0.76,1,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,122.915,164.1621,123.6569,,140.2107,143.0093,163.9655,-55.0623,1639.6737,0.7552,0.1348,2.8964,2.8964,4.8429,0.8512,-67.5911,-234.2255,-148.9101,-21.6866
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,0,0.0,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,170.2,144.3729,158.0056,155.8962,166.5105,,,96.4619,-1147.6707,0.1332,2.6713,16.2549,-16.2549,8.5437,0.707,-13.1912,87.9913,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,1,0.04,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,174.0584,139.3497,161.5253,145.9303,165.9828,,,50.555,-4243.8722,0.1332,2.6713,20.1749,-20.1749,9.1227,0.709,-34.589,18.5686,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,2,0.08,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,174.2444,128.6997,159.4911,125.6739,163.7433,,,-243.0479,-8854.5644,0.0731,3.2412,24.7686,-24.7686,4.8505,0.7099,-91.1213,-128.0609,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,3,0.12,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,154.6146,134.8858,151.2804,130.5533,158.6931,,,-657.8101,3131.1798,2.5507,4.6971,26.076,-26.0759,2.5151,0.7082,-258.7395,-200.5938,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,4,0.16,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,121.6196,134.9529,143.4436,126.9527,143.0442,,,7.4465,9833.8628,1.9817,1.2636,28.9271,-28.9271,5.6244,0.7053,-299.926,-336.512,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,5,0.2,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,155.2103,106.5766,124.3594,94.5188,134.699,,,128.8989,-857.3651,8.5793,1.5397,30.2864,-30.2864,5.8857,0.6972,-235.3086,-177.2091,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,6,0.24,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,131.9315,133.0729,129.2669,99.364,124.2195,,,-61.1427,3000.5777,2.0515,2.2603,31.723,-31.723,8.1883,0.71,-142.9744,492.7357,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,7,0.28,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,150.3189,151.2415,163.7783,132.2339,123.2611,,,368.9451,3209.6028,0.7518,0.7352,31.4011,-31.4011,7.7435,0.6965,-33.7646,321.0236,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,8,0.32,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,161.4471,168.72,154.9488,158.4647,121.5183,,4.7129,195.6255,-5545.2085,3.0202,2.59,30.294,-30.294,11.6574,0.7062,10.6158,-125.1289,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,9,0.36,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,165.9689,151.5281,153.768,151.0897,124.1103,,4.2522,-74.6716,-2937.2573,0.53,2.4397,30.0756,-30.0756,14.5046,0.7048,45.7778,-42.5312,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,10,0.4,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,155.4734,137.3234,151.5463,114.1007,125.1805,,,-39.3551,2909.5781,2.467,0.2666,28.8109,-28.8109,12.5777,0.6911,249.7023,159.4852,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,11,0.44,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,162.8205,146.6246,166.5268,124.9293,144.0865,,,158.0947,1993.5179,3.0277,4.8774,21.7527,-21.7527,10.4555,0.6938,500.6539,244.2282,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,12,0.48,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,,123.3603,171.0845,116.0498,165.2328,,,,,4.2437,1.2768,20.7988,-20.7988,16.1005,0.6937,292.9726,64.5931,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,13,0.52,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,173.4213,155.1946,171.6942,144.7334,167.5243,174.3595,,82.158,-5262.3248,2.2218,1.9704,20.3648,-20.3648,13.1069,0.7024,156.7699,-29.7094,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,14,0.56,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,174.6936,135.6191,168.7078,138.9848,177.7744,157.0711,,-300.8596,-7358.3734,2.5499,4.2094,18.7315,-18.7315,8.5622,0.7135,84.3838,-273.3238,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,15,0.6,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,149.3526,116.0752,149.8283,111.0338,,150.9339,,-506.5119,2668.7479,4.2409,3.4518,18.5319,-18.5319,1.5168,0.7047,,-137.5124,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,16,0.64,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,134.1726,135.1245,157.7068,109.7575,170.7756,,,-87.3598,3761.7064,4.4466,6.742,15.9311,-15.9311,10.1425,0.7004,-135.7798,-175.6191,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,17,0.68,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,142.3638,132.8204,135.7788,130.4495,163.4126,166.7521,,-205.5754,3278.7633,0.6659,5.9744,10.2457,-10.2457,3.3383,0.6905,54.0878,-154.1668,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,18,0.72,0,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,117.7266,131.8749,145.3734,134.7153,175.1026,176.8837,,174.9413,14642.3411,2.6854,2.4956,5.6727,-5.6727,4.1851,0.6985,-314.9134,391.0429,-147.5214,5.2581
crop_WHU_LUN_FAC__event_e2100d4d445e493f8c41c489873ce8a2__t0_11083,19,0.76,1,WHU_LUN_FAC.mp4,e2100d4d445e493f8c41c489873ce8a2,1,1,1,goal,right,right,156.3591,128.694,167.0622,116.4086,138.2196,144.8092,,965.8119,19771.7667,14.0446,1.4254,2.6986,-2.6986,0.1267,0.6848,-922.0764,542.2203,-147.5214,5.2581
