clip_id,frame,time_sec,is_contact_frame,video_name,event_id,camera_angle,target_zone,gk_guessed,outcome,foot_used,kicking_leg,kick_knee_angle,supp_knee_angle,kick_ankle_angle,supp_ankle_angle,kick_hip_angle,left_elbow_angle,right_elbow_angle,kick_angular_vel,kick_angular_accel,kick_foot_speed_ms,running_speed_kmh,trunk_inclination,lateral_trunk_lean,torso_torsion_angle,mean_visibility_score,kick_hip_angular_vel,kick_ankle_angular_vel,support_foot_x,support_foot_y
crop_ENG_COMP__event_feec7dcde8474d75bb9ace2cd203d7bf__t0_18668,17,0.68,0,ENG_COMP.mp4,feec7dcde8474d75bb9ace2cd203d7bf,3,3,1,goal,right,right,171.983,171.2489,141.3962,124.8136,150.6371,,84.6714,54.8153,-433.5117,8.3384,23.4889,17.6984,17.6984,13.7985,0.8249,4.8317,-226.6235,-2.5382,142.0088
crop_ENG_COMP__event_feec7dcde8474d75bb9ace2cd203d7bf__t0_18668,18,0.72,0,ENG_COMP.mp4,feec7dcde8474d75bb9ace2cd203d7bf,3,3,1,goal,right,right,173.9323,,140.461,130.6062,149.0613,145.2392,87.0001,20.7624,-775.28,3.863,14.8457,19.2114,19.2113,9.4767,0.8105,-27.8761,-78.8807,-2.5382,142.0088
crop_ENG_COMP__event_feec7dcde8474d75bb9ace2cd203d7bf__t0_18668,19,0.76,1,ENG_COMP.mp4,feec7dcde8474d75bb9ace2cd203d7bf,3,3,1,goal,right,right,173.644,177.1956,135.0858,131.1119,148.407,173.2102,82.8296,-7.2071,-699.2388,4.9394,19.0707,20.2369,20.2369,10.0348,0.816,-16.3593,-134.3815,-2.5382,142.0088
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,0,0.0,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,141.0149,164.2311,118.7931,118.7392,156.688,,130.2332,176.6289,615.7112,1.1595,1.0432,12.1185,12.1185,3.943,0.7807,45.7928,-32.4768,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,1,0.04,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,148.0801,166.3377,117.4941,123.6767,158.5198,,125.8859,201.2573,-587.5683,1.1595,1.0432,12.5706,12.5706,3.8697,0.7768,55.8403,37.3092,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,2,0.08,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,157.1155,167.5522,121.7779,121.9267,161.1553,,130.5693,129.6234,-2274.1199,0.9647,1.3524,13.1993,13.1993,4.295,0.7757,46.4157,-46.9148,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,3,0.12,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,158.4499,168.0406,113.7409,123.6264,162.233,,123.8116,19.3277,-2271.5616,0.2545,1.2967,13.58,13.58,4.9519,0.7782,44.8366,-219.7085,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,4,0.16,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,158.6617,166.8951,104.2012,124.8519,164.7422,,127.6505,-52.1015,-1619.7705,0.3931,1.3432,13.6674,13.6674,4.8419,0.777,23.6914,-245.8831,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,5,0.2,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,154.2818,165.8847,94.0702,133.7233,164.1283,,133.2795,-110.2539,-384.6741,0.3675,1.0862,13.7724,13.7724,5.2454,0.7775,-11.5953,-127.1116,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,6,0.24,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,149.8414,162.9823,94.0323,145.5051,163.8146,80.0279,129.4992,-82.8754,2026.2074,1.0432,0.2071,14.1507,14.1507,4.8197,0.7809,9.5287,47.5109,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,7,0.28,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,147.6518,159.8321,97.8711,154.8005,164.8906,88.9025,128.6996,51.8427,2918.7226,1.169,0.2663,14.1106,14.1106,3.0594,0.7835,97.4863,114.3617,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,8,0.32,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,153.9888,155.1589,103.1812,150.0531,171.6135,93.6661,94.2207,150.6224,904.4266,1.2886,1.0788,14.1385,14.1385,0.6927,0.7869,133.9716,211.3885,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,9,0.36,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,159.7016,152.2886,114.7822,147.0127,175.6084,96.9102,74.5232,124.1968,-128.8247,1.4038,2.0976,14.8658,14.8658,3.548,0.7863,55.6197,134.8712,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,10,0.4,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,163.9246,159.753,113.9709,106.8263,,98.1517,64.8782,140.3164,-616.7769,0.6067,1.3162,14.9024,14.9024,4.2893,0.7871,,146.2608,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,11,0.44,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,170.9269,158.9826,126.4831,149.8904,176.5178,97.3647,57.3216,74.8547,-2604.959,0.869,2.2271,15.177,15.177,6.67,0.7837,2.0305,393.3148,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,12,0.48,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,169.9129,161.1037,145.4361,170.6882,176.2255,93.9419,46.323,-68.0803,-3668.6087,0.8165,2.1013,13.9229,13.9229,3.6707,0.7811,-50.5247,175.7565,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,13,0.52,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,165.4805,147.142,140.5436,158.7008,172.4758,90.985,6.1755,-218.634,-4455.3304,0.5738,2.0565,11.2891,11.2891,2.2489,0.771,-85.0861,-112.6244,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,14,0.56,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,152.4222,173.5114,136.4261,153.9233,169.4186,87.5044,,-424.5068,-4531.8341,2.1673,3.154,7.0342,7.0342,1.7469,0.7627,7.019,-290.0928,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,15,0.6,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,131.5199,175.857,117.3362,159.2812,173.0373,79.1759,173.1309,-581.1808,7382.3166,3.2603,4.4522,5.3826,5.3826,10.3382,0.7624,51.8156,-143.6619,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,16,0.64,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,105.9277,170.1006,124.9332,171.1716,173.5639,79.0836,165.4622,166.0786,13966.291,2.8337,6.4848,3.4881,3.488,11.1779,0.7734,-84.2577,244.1395,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,17,0.68,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,144.8062,176.5385,136.8673,169.1128,166.2967,76.2318,164.9736,536.1225,-8506.6402,6.2258,3.1896,2.592,2.592,19.0754,0.7766,-446.9604,-37.0214,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,18,0.72,0,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,148.8176,159.7994,121.9715,132.5012,137.807,63.3585,155.233,-514.4526,-20816.3953,6.1527,4.9767,6.9343,6.9343,30.047,0.7793,-690.5837,-307.3508,70.9002,21.4592
crop_Ita_Eng_euro2020__event_58527fc8309f4698a7628420776fcfce__t0_1260,19,0.76,1,Ita_Eng_euro2020.mp4,58527fc8309f4698a7628420776fcfce,0,7,0,post,right,right,103.65,167.3961,112.2792,111.8838,111.05,37.7578,152.2961,-1129.1891,-15368.4115,6.4114,6.3381,13.8055,13.8055,24.5888,0.7702,-668.9257,-242.3058,70.9002,21.4592
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,0,0.0,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,150.1378,112.7638,94.7366,125.384,144.0922,,94.6109,-1043.5577,21625.4282,2.9201,4.2403,38.6457,38.6456,52.6717,0.8296,-556.3509,402.5911,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,1,0.04,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,108.3955,142.0586,110.8403,97.746,121.8382,,92.042,-178.5406,19177.8946,2.9201,4.2403,36.5763,36.5763,0.9492,0.8306,-78.8754,671.2568,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,2,0.08,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,135.8545,146.4933,148.4372,93.1067,137.7822,,91.7653,490.6738,2951.9892,0.8284,4.5041,35.3682,35.3682,2.2064,0.8327,375.5628,592.4651,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,3,0.12,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,147.6494,131.2653,158.2375,143.0552,151.8832,,92.0954,57.6185,-10873.9328,2.3085,5.9191,34.5436,34.5436,65.8657,0.8349,193.8301,-139.6717,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,4,0.16,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,140.464,116.0354,137.2634,118.9844,153.2886,,96.6111,-379.2408,-7903.9252,1.4205,4.8428,33.7469,33.7469,18.6567,0.838,-106.9403,-221.7421,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,5,0.2,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,117.3101,114.328,140.4981,109.9372,143.328,,107.6043,-574.6955,4108.7723,0.7913,2.6712,32.4894,32.4894,0.705,0.8388,-283.6498,181.4419,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,6,0.24,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,94.4884,113.5129,151.7788,137.6169,130.5966,,134.1748,-50.539,8169.955,0.8278,0.8321,33.4688,33.4688,21.0531,0.839,-31.7589,131.5147,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,7,0.28,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,113.267,113.0744,151.0193,125.4459,140.7873,,128.1377,78.9009,5879.1089,0.3232,2.149,34.4136,34.4136,10.6075,0.8262,-251.528,-550.621,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,8,0.32,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,100.8004,137.1435,107.7291,114.8785,110.4744,,126.7699,419.7897,6457.7186,12.3675,2.0362,35.4255,35.4255,1.7215,0.8359,332.9018,86.6755,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,9,0.36,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,146.8502,101.594,157.9533,109.6296,167.4194,,158.3216,595.5184,-10324.9764,13.8398,6.9421,30.78,30.78,2.1397,0.8507,837.7819,682.7419,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,10,0.4,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,148.4419,112.1953,162.3485,122.7913,177.4969,,,-406.2084,-13250.8826,1.2617,5.7436,27.8944,27.8944,2.9653,0.8601,-136.8071,-93.0092,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,11,0.44,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,114.3535,118.1294,150.5126,117.5457,156.4749,177.3453,100.2704,-464.5522,9865.7942,2.5309,1.9418,29.2204,29.2204,19.1815,0.871,-453.5646,-537.4935,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,12,0.48,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,111.2777,127.2109,119.349,139.1672,141.2118,166.0917,128.6947,383.0551,14241.5762,6.6329,1.145,29.8403,29.8403,28.8651,0.8787,52.5826,-154.6885,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,13,0.52,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,144.9979,106.6377,138.1375,158.1561,160.6815,156.7115,139.5896,674.7739,-2488.7323,1.9989,0.8002,32.5167,32.5167,73.6984,0.8669,446.85,344.747,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,14,0.56,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,165.2596,95.5791,146.9287,118.4821,176.9598,150.0403,148.1783,183.9565,-13405.1883,2.1976,5.7892,25.6798,25.6798,24.7967,0.8658,-22.1165,216.1572,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,15,0.6,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,159.7144,120.2323,155.4301,117.6404,158.9122,,166.0219,-397.6412,-15564.3189,4.1889,6.5483,18.1535,18.1535,21.5602,0.8654,-246.3634,91.1242,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,16,0.64,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,133.4483,135.6476,154.2187,122.8989,157.2507,,162.7124,-1061.189,165.7605,5.3492,6.1345,15.4046,15.4046,29.4926,0.8527,-94.0575,41.3525,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,17,0.68,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,74.8193,140.4292,158.7383,116.6339,151.3876,,177.5617,-384.3803,21964.7264,8.3137,2.6329,8.1419,8.1419,24.436,0.8542,-550.963,-655.2628,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,18,0.72,0,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,102.6979,128.2435,101.7977,106.4016,113.1737,,177.0441,695.9891,13492.4126,17.7117,0.8288,1.1802,1.1802,10.9897,0.8232,-297.6021,-257.4572,231.9814,7.3115
crop_MAC_MUn_CoS__event_02bfd6a7e9bf458f8f830490672c1b5c__t0_7010,19,0.76,1,MAC_MUn_CoS.mp4,02bfd6a7e9bf458f8f830490672c1b5c,3,4,0,goal,right,right,130.4984,139.3908,138.1417,131.2814,127.5794,,172.5766,695.0127,-24.4117,2.6418,5.0618,5.3168,-5.3168,22.5238,0.8298,360.1433,908.6018,231.9814,7.3115
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,0,0.0,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,171.2581,110.5375,161.4994,153.9496,,170.3626,,46.9257,-593.3094,2.301,1.377,10.5218,-10.5218,14.5754,0.7957,,-118.9602,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,1,0.04,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,173.1351,105.3898,156.741,145.2243,175.5962,159.4949,,23.1934,-314.6434,2.301,1.377,10.0885,-10.0885,15.0877,0.7918,-29.0051,-15.649,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,2,0.08,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,173.1136,107.2717,160.2475,155.8408,173.2758,151.503,,21.7543,-223.6724,0.8494,1.3105,8.8622,-8.8622,14.3013,0.7859,-112.5954,79.9913,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,3,0.12,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,174.8755,105.0726,163.1403,131.5446,166.5886,143.0592,,5.2996,-1049.192,0.755,2.802,6.5192,-6.5192,15.1973,0.78,-97.7951,-21.8979,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,4,0.16,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,173.5375,101.2595,158.4957,129.6266,165.4522,139.7935,,-62.1811,-2366.6883,0.5013,1.8265,6.0728,-6.0728,16.1426,0.7815,-47.7186,-98.4144,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,5,0.2,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,169.901,106.7823,155.2672,113.7006,162.7711,127.2616,,-184.0355,-450.5277,1.6469,1.9804,5.7552,-5.7552,18.2183,0.7832,-71.9271,-7.8995,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,6,0.24,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,158.8147,118.3761,157.8637,98.1425,159.6981,115.206,,-98.2233,2614.46,2.6566,3.3976,4.5609,-4.5609,18.2047,0.7736,-133.5278,190.1659,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,7,0.28,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,162.0431,127.1449,170.4805,107.3314,152.0889,144.5168,,25.1213,309.8369,1.2559,3.6827,3.7007,-3.7007,13.9937,0.7708,-123.4146,135.3188,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,8,0.32,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,160.8244,130.5997,168.6892,105.2782,149.8249,149.7945,,-73.4364,-2280.7908,0.1821,2.2009,3.0097,-3.0097,16.0051,0.7627,-82.8501,33.3864,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,9,0.36,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,156.1682,134.0261,173.1514,95.1039,145.4609,166.8116,,-157.342,-496.1348,1.3213,2.6311,0.7938,-0.7937,16.2632,0.7542,-77.8381,102.1595,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,10,0.4,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,148.237,131.5141,176.862,98.1423,143.5978,172.7427,,-113.1271,2043.4332,1.0535,1.9597,1.9596,1.9596,17.3707,0.755,-25.0088,-11.8237,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,11,0.44,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,147.118,134.4763,,99.8675,143.4602,172.6711,,6.1327,3565.4688,0.6219,0.6062,2.0814,2.0814,18.3523,0.7624,-43.0546,,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,12,0.48,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,148.7276,139.2768,,108.0168,140.1535,171.8575,,172.1104,2723.4268,0.5215,1.7741,5.3395,5.3395,15.3525,0.7804,-106.7581,,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,13,0.52,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,160.8869,141.3967,162.8925,105.5843,134.9195,169.8762,,224.0068,-355.2794,0.5281,0.8826,8.3911,8.3911,13.17,0.7924,38.5948,-9.0666,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,14,0.56,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,166.6482,139.0931,166.8236,97.6998,143.2411,166.462,176.0413,143.688,-1062.746,4.7573,1.041,9.4872,9.4872,13.8909,0.799,65.2388,5.2843,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,15,0.6,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,172.3819,140.6216,163.3152,92.6106,140.1386,164.1409,176.3793,138.9872,-1191.7233,0.8095,0.5399,11.3665,11.3664,13.8001,0.8067,74.1964,39.23,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,16,0.64,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,177.7672,142.9414,169.962,92.2685,149.1768,166.3248,,48.3501,-2057.7431,3.0394,1.4104,12.9036,12.9036,7.8584,0.8095,131.7165,-77.9594,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,17,0.68,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,176.2499,141.079,157.0784,92.1512,150.676,159.1053,,-25.6323,-1022.2125,0.2811,1.0309,13.7035,13.7034,6.0257,0.8108,34.6457,-321.7936,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,18,0.72,0,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,175.7166,139.8121,144.2186,91.7143,151.9484,157.6024,,-33.4269,-348.6037,0.2668,0.9917,13.5344,13.5344,5.183,0.8147,261.1355,37.6072,-279.6267,-9.275
crop_MUn_Che_UCl__event_b9fe580984d44ae1a59c621c7a77983e__t0_4295,19,0.76,1,MUn_Che_UCl.mp4,b9fe580984d44ae1a59c621c7a77983e,1,6,0,post,right,right,173.5758,141.8162,160.087,98.2775,171.5668,111.7576,,-53.5206,-502.3432,2.6036,0.5917,14.7129,14.7129,3.3278,0.8066,490.4594,396.7117,-279.6267,-9.275
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,0,0.0,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,175.9049,131.4579,160.7724,125.3245,169.1508,156.3348,151.2346,17.8726,-75.2878,0.5514,0.1538,13.8059,13.806,12.7785,0.9931,41.9605,-103.9772,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,1,0.04,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,176.6198,135.4842,156.6133,120.186,170.8292,162.0857,151.0269,14.8611,-472.7638,0.5514,0.1538,13.7741,13.7741,12.7693,0.9928,61.331,12.9408,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,2,0.08,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,177.0938,137.65,161.8076,124.6205,174.0573,170.9441,152.0085,-19.9485,-998.0321,1.6846,0.4865,14.0081,14.0081,11.8894,0.9923,76.7141,22.6267,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,3,0.12,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,,137.6684,158.4234,125.3774,176.9664,,154.5294,,,1.5399,0.9702,14.1501,14.1501,11.4071,0.9911,26.2997,-44.6774,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,4,0.16,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,172.9541,137.8973,158.2334,114.685,,167.7592,156.9467,-110.0144,-1347.4321,2.5074,1.3498,14.2063,14.2064,11.9144,0.9851,,-10.3752,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,5,0.2,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,166.2228,140.6603,157.5934,117.5837,175.3562,159.7103,160.7622,-172.776,-1326.5026,2.9617,1.5053,13.6821,13.6821,12.3035,0.9767,-78.6987,-17.0063,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,6,0.24,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,159.132,145.8566,156.8729,150.6508,169.8654,157.2834,164.7065,-216.1346,-2920.1967,4.0917,1.295,13.1237,13.1237,12.4181,0.9637,-155.3995,62.8437,169.9576,45.2726
